CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_01952,Female,1,Yes,No,58,Yes,No phone service,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,111.71,6482.84,1
CUST_01953,Male,1,Yes,Yes,5,Yes,No,No,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),82.38,475.42,1
CUST_01954,Male,0,No,No,18,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),65.99,1203.84,1
CUST_01955,Female,1,No,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,102.85,2057.55,1
CUST_01956,Male,0,Yes,No,18,Yes,No,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,116.42,2082.52,1
CUST_01957,Female,0,No,No,26,Yes,No,DSL,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,25.43,681.38,1
CUST_01958,Female,0,No,No,44,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,30.35,1342.7,1
CUST_01959,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,110.51,5881.79,1
CUST_01960,Male,0,No,No,67,Yes,No,DSL,No,No,No,No internet service,Yes,No,One year,Yes,Electronic check,29.94,1967.61,1
CUST_01961,Female,0,No,No,50,Yes,Yes,No,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Electronic check,91.42,4575.25,1
CUST_01962,Female,0,No,No,22,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Two year,Yes,Electronic check,75.35,1641.56,1
CUST_01963,Male,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No internet service,Yes,Two year,No,Electronic check,72.16,1023.25,1
CUST_01964,Female,0,No,No,27,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),29.76,735.42,0
CUST_01965,Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,One year,Yes,Electronic check,92.87,5279.84,1
CUST_01966,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),80.2,5713.19,1
CUST_01967,Male,0,No,No,28,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,112.88,3185.27,1
CUST_01968,Male,0,No,No,13,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No,No,Two year,Yes,Electronic check,68.1,884.23,1
CUST_01969,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,No internet service,No,Two year,Yes,Electronic check,111.24,35.63,1
CUST_01970,Male,0,Yes,No,6,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,38.39,252.79,1
CUST_01971,Female,0,No,Yes,46,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,40.39,1913.38,1
CUST_01972,Female,0,Yes,No,42,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,114.9,4796.44,1
CUST_01973,Female,0,Yes,No,46,No,No,No,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),29.94,1362.33,1
CUST_01974,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,43.65,115.53,1
CUST_01975,Female,0,No,Yes,32,Yes,No,No,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,34.14,1121.64,1
CUST_01976,Male,0,No,Yes,13,Yes,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,90.97,1221.01,1
CUST_01977,Female,0,No,No,24,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),98.02,2387.99,1
CUST_01978,Male,0,Yes,Yes,45,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),110.15,4903.12,1
CUST_01979,Male,0,No,No,20,Yes,No,No,Yes,Yes,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,34.68,676.82,1
CUST_01980,Female,0,Yes,No,47,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,52.17,2473.92,1
CUST_01981,Female,0,Yes,Yes,21,Yes,Yes,No,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),51.72,1083.1,1
CUST_01982,Female,0,No,Yes,37,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,No,One year,No,Credit card (automatic),117.35,4354.76,1
CUST_01983,Male,0,No,No,33,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),78.29,2579.01,1
CUST_01984,Female,0,No,No,28,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No,Two year,Yes,Bank transfer (automatic),53.75,1489.75,1
CUST_01985,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,49.87,440.36,1
CUST_01986,Female,0,No,Yes,41,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,51.9,2088.64,1
CUST_01987,Female,1,No,No,71,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,91.22,6451.3,1
CUST_01988,Male,0,No,No,46,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),74.93,3444.44,0
CUST_01989,Male,0,No,No,53,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),82.36,4363.37,1
CUST_01990,Female,0,Yes,No,58,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,67.05,3908.76,1
CUST_01991,Female,1,No,Yes,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,22.63,57.91,1
CUST_01992,Male,0,No,No,57,Yes,Yes,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),88.71,5115.12,1
CUST_01993,Male,1,No,No,18,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,92.41,1706.43,1
CUST_01994,Female,0,No,No,48,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),38.02,1807.38,1
CUST_01995,Female,0,No,No,70,Yes,No,DSL,No internet service,No internet service,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),84.94,5952.72,0
CUST_01996,Male,0,Yes,Yes,64,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,One year,Yes,Electronic check,107.75,6938.45,1
CUST_01997,Female,0,Yes,Yes,30,Yes,No phone service,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,80.28,2385.98,1
CUST_01998,Female,0,No,Yes,60,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,86.85,5184.83,1
CUST_01999,Male,1,No,No,44,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,90.07,4008.56,1
CUST_02000,Male,0,No,Yes,10,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,52.43,548.5,1
CUST_02001,Female,1,Yes,No,18,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),35.43,675.32,1
CUST_02002,Male,0,Yes,Yes,68,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,67.27,4585.4,1
CUST_02003,Male,0,No,No,65,Yes,Yes,DSL,No,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),43.18,2797.78,1
CUST_02004,Male,0,No,No,64,No,No phone service,No,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,88.7,5629.83,1
CUST_02005,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),91.49,2566.51,1
CUST_02006,Male,0,No,Yes,23,Yes,Yes,DSL,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,20.82,521.98,1
CUST_02007,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),115.42,6737.89,1
CUST_02008,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,112.5,262.48,1
CUST_02009,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Credit card (automatic),33.19,2151.71,1
CUST_02010,Female,0,Yes,No,43,Yes,No phone service,DSL,No,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,67.78,2991.93,1
CUST_02011,Male,0,Yes,No,45,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),40.9,1786.19,0
CUST_02012,Male,0,No,Yes,32,Yes,No phone service,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,116.39,3732.56,1
CUST_02013,Male,0,No,No,70,Yes,Yes,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.6,5329.21,1
CUST_02014,Female,0,No,No,54,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Two year,No,Electronic check,90.02,4915.42,1
CUST_02015,Female,0,Yes,No,4,Yes,Yes,No,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,117.79,451.82,1
CUST_02016,Male,0,Yes,No,38,Yes,Yes,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),87.3,3352.7,1
CUST_02017,Male,0,Yes,No,62,No,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,107.08,6623.23,1
CUST_02018,Female,0,No,Yes,6,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),44.06,279.07,1
CUST_02019,Female,1,Yes,No,53,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,42.94,2272.02,1
CUST_02020,Male,0,No,No,18,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.12,1153.68,1
CUST_02021,Male,1,No,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,108.15,3905.08,1
CUST_02022,Female,0,No,Yes,63,Yes,No,DSL,No internet service,Yes,No,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.91,1538.51,0
CUST_02023,Female,0,Yes,No,35,Yes,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.14,2241.07,1
CUST_02024,Female,0,No,No,3,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,Two year,Yes,Bank transfer (automatic),102.49,338.67,1
CUST_02025,Male,0,Yes,Yes,2,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),37.75,111.82,1
CUST_02026,Male,0,Yes,No,53,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),81.57,4308.61,1
CUST_02027,Female,0,No,No,67,Yes,No phone service,No,Yes,No,Yes,No,No internet service,Yes,Two year,No,Mailed check,27.0,1874.98,0
CUST_02028,Female,0,No,No,21,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),21.04,467.92,1
CUST_02029,Female,0,No,No,67,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Two year,No,Electronic check,51.89,3461.53,1
CUST_02030,Male,0,Yes,No,33,Yes,No,No,No,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,100.56,3339.97,1
CUST_02031,Female,0,No,No,5,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer (automatic),24.13,156.99,1
CUST_02032,Male,0,No,No,38,Yes,No,DSL,No internet service,No,No,No,Yes,No,Month-to-month,No,Mailed check,56.48,2166.88,1
CUST_02033,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),92.86,6507.27,1
CUST_02034,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Credit card (automatic),56.91,903.58,1
CUST_02035,Female,0,Yes,Yes,69,Yes,No phone service,DSL,No internet service,No,No,No,No internet service,No,Two year,Yes,Credit card (automatic),67.88,4649.86,0
CUST_02036,Female,0,No,Yes,47,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,70.03,3315.16,1
CUST_02037,Female,0,No,No,29,Yes,No,No,No internet service,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),110.8,3178.65,1
CUST_02038,Male,0,No,No,50,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,107.59,5397.49,1
CUST_02039,Female,0,No,No,29,Yes,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,26.36,795.41,1
CUST_02040,Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),89.22,620.6,1
CUST_02041,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),74.29,4544.22,1
CUST_02042,Female,0,No,No,27,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,55.45,1471.36,1
CUST_02043,Female,0,Yes,No,41,Yes,Yes,DSL,No,Yes,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),69.25,2863.22,1
CUST_02044,Female,0,Yes,Yes,53,Yes,No phone service,DSL,No,Yes,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),107.98,5766.93,1
CUST_02045,Male,0,No,No,6,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,97.31,511.0,1
CUST_02046,Female,1,No,No,52,Yes,Yes,No,No internet service,Yes,No,No,No,No,One year,Yes,Electronic check,76.81,3996.95,1
CUST_02047,Male,0,Yes,No,26,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,No,Credit card (automatic),37.56,925.2,1
CUST_02048,Female,0,No,Yes,39,Yes,No,No,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,81.87,3196.1,1
CUST_02049,Female,0,No,Yes,33,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,69.8,2297.9,0
CUST_02050,Female,0,Yes,No,56,Yes,No,DSL,Yes,No internet service,No internet service,No,No,Yes,One year,Yes,Mailed check,64.69,3705.25,1
CUST_02051,Male,1,Yes,No,14,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),114.38,1582.46,1
CUST_02052,Male,0,No,No,8,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),119.26,990.79,1
CUST_02053,Male,0,No,Yes,30,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),115.14,3489.51,1
CUST_02054,Female,1,No,No,9,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),93.89,838.19,1
CUST_02055,Female,0,Yes,No,18,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),79.89,1442.18,1
CUST_02056,Male,0,No,Yes,47,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.94,2441.2,1
CUST_02057,Female,0,No,No,59,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,114.72,6742.45,0
CUST_02058,Female,0,No,No,50,Yes,No phone service,No,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,65.56,3248.94,0
CUST_02059,Male,0,Yes,No,23,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,40.16,909.34,1
CUST_02060,Male,0,No,No,58,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,Yes,Two year,No,Electronic check,31.07,1762.22,1
CUST_02061,Female,1,Yes,No,29,Yes,Yes,No,Yes,No,No,No internet service,Yes,No,One year,No,Electronic check,103.58,2986.31,1
CUST_02062,Female,1,Yes,Yes,13,Yes,No phone service,DSL,No internet service,Yes,Yes,No internet service,No,Yes,One year,No,Electronic check,52.82,679.82,0
CUST_02063,Male,0,No,Yes,54,Yes,No phone service,No,Yes,No,No,No,No internet service,No,One year,No,Electronic check,96.62,5223.14,1
CUST_02064,Female,0,No,Yes,37,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,82.74,3076.91,1
CUST_02065,Female,0,No,Yes,27,Yes,Yes,No,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,48.35,1298.58,1
CUST_02066,Female,0,No,No,47,Yes,Yes,DSL,No,No,Yes,No,No internet service,Yes,One year,No,Electronic check,105.07,4911.37,1
CUST_02067,Female,0,Yes,No,52,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),104.49,5448.37,0
CUST_02068,Female,0,Yes,No,16,No,No,DSL,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),37.18,622.56,1
CUST_02069,Male,0,Yes,Yes,9,Yes,No,DSL,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),32.17,272.52,1
CUST_02070,Male,0,Yes,No,37,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,80.05,2927.46,0
CUST_02071,Male,0,No,Yes,4,Yes,No phone service,No,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),43.34,157.74,1
CUST_02072,Female,0,No,No,46,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),53.22,2441.77,1
CUST_02073,Male,0,No,Yes,32,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,113.67,3677.52,1
CUST_02074,Male,0,Yes,No,16,Yes,No,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,37.56,625.24,1
CUST_02075,Female,0,Yes,No,43,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,67.05,2883.04,1
CUST_02076,Male,1,Yes,Yes,27,No,No,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,One year,No,Mailed check,49.49,1402.75,1
CUST_02077,Male,0,No,No,28,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,54.79,1532.9,1
CUST_02078,Male,1,Yes,No,16,No,No,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,57.01,961.64,1
CUST_02079,Male,0,No,No,49,Yes,No,No,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Mailed check,46.0,2296.74,1
CUST_02080,Male,0,No,No,65,Yes,No,DSL,Yes,No internet service,No internet service,No,No,No internet service,One year,Yes,Mailed check,96.35,6303.02,1
CUST_02081,Female,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.19,4463.6,1
CUST_02082,Male,0,Yes,No,17,Yes,No,DSL,No,Yes,Yes,No,No,No internet service,Two year,No,Credit card (automatic),73.95,1261.24,1
CUST_02083,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,109.93,6595.98,1
CUST_02084,Female,0,No,No,9,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.67,332.79,0
CUST_02085,Male,0,No,Yes,21,Yes,Yes,No,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,70.66,1456.23,1
CUST_02086,Female,0,Yes,No,3,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.84,299.32,1
CUST_02087,Female,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),82.09,5065.83,1
CUST_02088,Female,1,Yes,Yes,4,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),118.5,495.82,1
CUST_02089,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.57,3136.62,1
CUST_02090,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),116.0,1581.26,1
CUST_02091,Female,0,Yes,Yes,16,Yes,No phone service,DSL,Yes,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.87,462.8,1
CUST_02092,Male,1,Yes,No,44,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,No,Electronic check,24.26,1079.12,0
CUST_02093,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,No internet service,One year,Yes,Electronic check,55.65,3226.25,1
CUST_02094,Male,0,No,No,2,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),104.13,165.37,1
CUST_02095,Male,0,Yes,No,12,Yes,No,No,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,25.05,327.19,1
CUST_02096,Female,0,No,No,21,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,45.23,987.54,1
CUST_02097,Female,0,No,No,67,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),118.5,7929.51,1
CUST_02098,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),84.1,448.35,1
CUST_02099,Female,0,Yes,Yes,13,Yes,Yes,No,No,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,59.31,842.05,1
CUST_02100,Male,0,No,Yes,29,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,27.79,859.3,1
CUST_02101,Female,0,No,No,24,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,95.52,2284.06,1
CUST_02102,Female,0,No,No,4,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,112.53,411.5,1
CUST_02103,Male,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),94.15,3679.91,1
CUST_02104,Male,0,Yes,Yes,44,Yes,No phone service,No,No,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,31.64,1474.3,1
CUST_02105,Female,0,Yes,No,13,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,73.19,998.3,1
CUST_02106,Male,0,No,No,49,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),60.28,2953.51,1
CUST_02107,Female,0,No,No,5,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.4,606.68,1
CUST_02108,Male,0,Yes,Yes,52,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.23,5044.86,1
CUST_02109,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,100.2,1837.32,1
CUST_02110,Male,0,Yes,Yes,16,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,61.37,1019.08,1
CUST_02111,Male,0,No,Yes,14,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,One year,No,Credit card (automatic),22.49,319.02,1
CUST_02112,Female,0,Yes,No,62,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,95.94,5917.95,1
CUST_02113,Female,0,No,No,36,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),83.33,3003.07,1
CUST_02114,Female,0,No,No,50,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,34.15,1722.0,0
CUST_02115,Female,0,No,No,15,Yes,No phone service,DSL,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),95.68,1407.41,1
CUST_02116,Male,0,Yes,No,5,Yes,No,No,Yes,Yes,No,No,No,No internet service,Two year,Yes,Electronic check,34.93,170.45,1
CUST_02117,Female,0,No,Yes,3,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),93.97,270.33,1
CUST_02118,Female,0,No,No,32,Yes,Yes,DSL,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),91.36,2951.35,1
CUST_02119,Female,0,Yes,No,24,Yes,No,No,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.75,487.45,1
CUST_02120,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,97.48,5301.9,1
CUST_02121,Female,1,No,No,56,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),60.77,3387.46,1
CUST_02122,Female,0,Yes,No,23,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.66,1592.06,1
CUST_02123,Female,1,Yes,Yes,31,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,116.47,3565.28,1
CUST_02124,Female,0,Yes,No,28,No,Yes,No,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),111.98,3176.75,1
